customer_id,segment,registration_date,days_since_registration,age,gender,city,purchase_frequency,avg_purchase_value,total_spent,last_purchase_days,favorite_category,preferred_channel,device_type,session_count,avg_session_duration,cart_abandonment_rate,email_open_rate,click_through_rate,customer_lifetime_value,churn_probability,nps_score,support_tickets,returns_count
CUST00006128,At-Risk,2020-03-24,2049,29,Other,Sylhet,1,1441,1441,46,Fashion,Social Media,Tablet,9,422,0.51,0.19,0.08,2263,0.78,-71,2,0
CUST00006129,Occasional Shoppers,2020-01-18,2115,62,M,Rangpur,8,1064,8510,176,Sports,Mobile App,Mobile,24,1562,0.25,0.36,0.19,19002,0.42,-84,3,0
CUST00006130,Regular Buyers,2020-03-03,2070,36,F,Sylhet,15,5828,87421,87,Beauty,In-Store,Desktop,48,452,0.03,0.40,0.14,144274,0.24,7,4,2
CUST00006131,New Customers,2020-12-21,1777,21,Other,Rajshahi,1,2277,2277,131,Groceries,In-Store,Mobile,9,1512,0.36,0.41,0.14,2898,0.55,-97,9,0
CUST00006132,Occasional Shoppers,2020-07-26,1925,32,Other,Rajshahi,3,2329,6986,29,Fashion,In-Store,Mobile,13,1581,0.28,0.68,0.27,12208,0.36,-42,1,0
CUST00006133,High-Value Loyal,2020-06-04,1977,33,Other,Sylhet,48,13692,657202,17,Beauty,Website,Mobile,223,931,0.08,0.75,0.36,855452,0.08,54,6,7
CUST00006134,New Customers,2020-08-09,1911,39,M,Rajshahi,1,2580,2580,87,Beauty,In-Store,Desktop,4,209,0.56,0.13,0.06,4107,0.59,-55,1,0
CUST00006135,New Customers,2020-11-09,1819,53,Other,Barisal,2,2006,4011,108,Sports,Website,Desktop,8,1607,0.23,0.39,0.18,8204,0.43,3,8,0
CUST00006136,Regular Buyers,2020-07-26,1925,39,M,Khulna,11,2814,30953,100,Electronics,Social Media,Tablet,94,1003,0.16,0.20,0.10,56585,0.23,-8,1,0
CUST00006137,New Customers,2020-10-03,1856,42,M,Chittagong,2,2963,5925,97,Beauty,Mobile App,Tablet,19,920,0.35,0.18,0.11,12037,0.62,57,0,0
CUST00006138,At-Risk,2020-01-07,2126,50,M,Rangpur,2,1455,2910,3,Books,Social Media,Mobile,7,467,0.48,0.45,0.27,4143,0.63,1,8,0
CUST00006139,Regular Buyers,2020-03-07,2066,58,F,Dhaka,11,5976,65732,156,Beauty,Social Media,Mobile,24,388,0.07,0.38,0.26,106218,0.26,-63,8,0
CUST00006140,Occasional Shoppers,2020-11-07,1821,22,M,Mymensingh,5,2287,11433,123,Beauty,Social Media,Mobile,18,960,0.23,0.27,0.19,22159,0.45,64,3,0
CUST00006141,Occasional Shoppers,2020-11-01,1827,35,M,Rajshahi,8,1873,14985,176,Fashion,In-Store,Desktop,42,506,0.17,0.79,0.39,26034,0.38,-24,9,0
CUST00006142,New Customers,2020-12-04,1794,54,F,Barisal,2,1563,3126,35,Health,Email Campaign,Tablet,6,428,0.19,0.63,0.20,5218,0.70,-50,1,0
CUST00006143,Regular Buyers,2020-12-10,1788,37,M,Barisal,11,3352,36877,87,Electronics,Email Campaign,Desktop,60,133,0.12,0.67,0.24,67834,0.17,-81,4,0
CUST00006144,High-Value Loyal,2020-09-18,1871,54,Other,Rangpur,35,6879,240761,172,Books,Mobile App,Tablet,93,536,0.43,0.73,0.31,333540,0.09,-24,9,3
CUST00006145,High-Value Loyal,2020-08-09,1911,53,M,Khulna,36,10137,364934,118,Beauty,Mobile App,Desktop,228,762,0.02,0.40,0.25,496934,0.12,98,4,5
CUST00006146,New Customers,2020-02-04,2098,51,F,Barisal,1,1641,1641,169,Home & Living,Website,Mobile,3,1040,0.30,0.22,0.15,3807,0.56,-59,9,0
CUST00006147,At-Risk,2020-08-09,1911,57,M,Chittagong,4,1210,4842,159,Fashion,In-Store,Desktop,12,1676,0.33,0.28,0.09,8864,0.55,-56,3,0
CUST00006148,New Customers,2020-02-23,2079,61,Other,Rangpur,2,2459,4918,52,Beauty,Website,Mobile,18,650,0.17,0.45,0.29,8961,0.46,-76,8,0
CUST00006149,At-Risk,2020-03-24,2049,55,Other,Rajshahi,3,1005,3015,112,Home & Living,Social Media,Mobile,29,1399,0.44,0.12,0.07,6664,0.68,-20,4,0
CUST00006150,Occasional Shoppers,2020-10-20,1839,22,Other,Mymensingh,8,1235,9883,150,Books,Mobile App,Desktop,75,1507,0.57,0.61,0.33,15044,0.36,17,6,0
CUST00006151,Regular Buyers,2020-12-06,1792,63,Other,Rangpur,11,3623,39851,150,Beauty,In-Store,Mobile,58,1234,0.26,0.74,0.35,53786,0.17,96,8,0
CUST00006152,Regular Buyers,2020-12-07,1791,55,M,Chittagong,11,4676,51431,147,Fashion,Social Media,Mobile,58,623,0.45,0.22,0.07,120733,0.15,81,9,1
CUST00006153,At-Risk,2020-10-23,1836,27,Other,Dhaka,3,1394,4182,16,Books,Social Media,Desktop,19,848,0.01,0.65,0.24,8382,0.50,-79,4,0
CUST00006154,Regular Buyers,2020-06-08,1973,35,M,Rajshahi,12,3519,42229,80,Home & Living,In-Store,Mobile,64,239,0.29,0.64,0.41,77133,0.24,-14,5,1
CUST00006155,Occasional Shoppers,2020-03-23,2050,19,F,Mymensingh,8,1680,13443,108,Beauty,Email Campaign,Tablet,36,733,0.13,0.16,0.06,29336,0.38,84,4,0
CUST00006156,At-Risk,2020-09-06,1883,51,F,Mymensingh,1,1047,1047,108,Sports,In-Store,Desktop,5,1300,0.04,0.40,0.18,2494,0.60,13,3,0
CUST00006157,Regular Buyers,2020-11-03,1825,22,M,Mymensingh,17,4717,80195,106,Health,Email Campaign,Tablet,162,1721,0.31,0.29,0.15,116006,0.22,57,6,0
CUST00006158,At-Risk,2020-08-02,1918,35,Other,Barisal,2,1135,2270,90,Electronics,Social Media,Tablet,13,718,0.32,0.50,0.22,4543,0.78,88,6,0
CUST00006159,Regular Buyers,2020-12-06,1792,35,F,Rangpur,11,4702,51727,164,Electronics,Email Campaign,Desktop,69,907,0.21,0.26,0.12,120384,0.22,74,8,1
CUST00006160,New Customers,2020-06-11,1970,47,M,Rajshahi,2,1210,2420,59,Fashion,Mobile App,Mobile,16,258,0.17,0.69,0.21,5067,0.49,-73,9,0
CUST00006161,At-Risk,2020-08-21,1899,34,M,Mymensingh,3,1385,4156,36,Fashion,Mobile App,Tablet,26,220,0.56,0.67,0.42,5185,0.57,-23,1,0
CUST00006162,Regular Buyers,2020-04-18,2024,44,Other,Rajshahi,11,3103,34129,153,Health,Mobile App,Desktop,82,548,0.53,0.50,0.30,60760,0.29,62,0,0
CUST00006163,New Customers,2020-04-21,2021,39,M,Khulna,1,1998,1998,76,Groceries,Mobile App,Desktop,8,738,0.41,0.51,0.31,3622,0.50,6,1,0
CUST00006164,At-Risk,2020-11-03,1825,64,M,Rajshahi,1,928,928,5,Beauty,Social Media,Desktop,6,1201,0.22,0.70,0.26,1221,0.79,90,9,0
CUST00006165,Occasional Shoppers,2020-12-22,1776,44,Other,Barisal,5,2369,11846,169,Home & Living,Social Media,Mobile,41,1363,0.02,0.53,0.23,26104,0.45,-30,3,0
CUST00006166,Occasional Shoppers,2020-03-10,2063,54,M,Mymensingh,7,1401,9805,3,Beauty,Email Campaign,Desktop,35,1163,0.10,0.61,0.30,19919,0.46,-40,7,0
CUST00006167,Regular Buyers,2020-07-19,1932,21,Other,Rangpur,12,5888,70655,168,Sports,Website,Tablet,34,1515,0.42,0.75,0.45,102417,0.17,13,3,0
CUST00006168,At-Risk,2020-12-02,1796,18,M,Dhaka,4,952,3808,81,Beauty,Mobile App,Desktop,34,979,0.04,0.46,0.19,4831,0.58,0,0,0
CUST00006169,High-Value Loyal,2020-08-04,1916,44,Other,Khulna,20,7098,141962,167,Fashion,Social Media,Desktop,86,1174,0.55,0.32,0.12,258151,0.14,51,6,2
CUST00006170,At-Risk,2020-04-08,2034,46,M,Dhaka,4,936,3744,145,Beauty,Website,Tablet,29,1603,0.28,0.70,0.40,8704,0.76,86,2,0
CUST00006171,Regular Buyers,2020-03-03,2070,21,Other,Sylhet,16,4368,69882,147,Books,Social Media,Desktop,39,1672,0.12,0.65,0.41,91034,0.27,87,8,0
CUST00006172,At-Risk,2020-11-10,1818,23,M,Khulna,4,835,3339,31,Sports,Website,Tablet,10,1650,0.27,0.17,0.09,8249,0.74,-91,3,0
CUST00006173,Regular Buyers,2020-10-22,1837,20,Other,Chittagong,8,5333,42663,92,Fashion,Social Media,Tablet,34,796,0.54,0.40,0.25,84919,0.20,76,2,0
CUST00006174,Occasional Shoppers,2020-11-25,1803,46,F,Khulna,5,1974,9871,79,Home & Living,Email Campaign,Mobile,42,1361,0.29,0.42,0.21,18559,0.49,96,2,0
CUST00006175,High-Value Loyal,2020-02-01,2101,25,F,Chittagong,48,7917,380016,62,Fashion,Mobile App,Mobile,199,841,0.56,0.53,0.25,939417,0.07,-39,3,4
CUST00006176,At-Risk,2020-11-07,1821,31,M,Khulna,3,779,2337,5,Home & Living,In-Store,Tablet,6,1664,0.20,0.54,0.37,2839,0.55,-47,9,0
CUST00006177,New Customers,2020-05-19,1993,54,Other,Rajshahi,1,2556,2556,0,Groceries,Mobile App,Tablet,3,760,0.23,0.34,0.11,6217,0.69,-70,5,0
CUST00006178,New Customers,2020-12-17,1781,64,F,Barisal,1,1503,1503,157,Beauty,Email Campaign,Desktop,5,495,0.11,0.23,0.15,2218,0.55,-49,5,0
CUST00006179,Occasional Shoppers,2020-06-19,1962,34,Other,Mymensingh,7,936,6555,19,Home & Living,Email Campaign,Tablet,26,1266,0.26,0.40,0.25,13858,0.38,58,8,0
CUST00006180,Occasional Shoppers,2020-06-13,1968,59,Other,Barisal,5,1421,7106,17,Electronics,In-Store,Desktop,19,1021,0.49,0.58,0.29,12048,0.36,-49,4,0
CUST00006181,Regular Buyers,2020-02-22,2080,36,Other,Barisal,9,2729,24561,12,Groceries,Mobile App,Tablet,41,1340,0.20,0.45,0.19,48421,0.26,55,8,0
CUST00006182,High-Value Loyal,2020-07-24,1927,31,F,Mymensingh,29,10722,310924,134,Groceries,Email Campaign,Mobile,60,489,0.54,0.71,0.25,492259,0.11,-27,5,2
CUST00006183,New Customers,2020-02-01,2101,59,F,Chittagong,2,1575,3150,177,Home & Living,Social Media,Desktop,19,1588,0.23,0.42,0.15,3894,0.61,-27,1,0
CUST00006184,At-Risk,2020-05-27,1985,46,F,Chittagong,1,1266,1266,74,Health,In-Store,Tablet,7,296,0.16,0.29,0.21,1754,0.73,66,8,0
CUST00006185,New Customers,2020-06-14,1967,50,M,Chittagong,1,1358,1358,94,Home & Living,Website,Mobile,8,1134,0.38,0.59,0.29,2077,0.66,83,2,0
CUST00006186,High-Value Loyal,2020-06-02,1979,53,Other,Chittagong,17,5664,96283,52,Groceries,Mobile App,Tablet,94,229,0.31,0.66,0.43,179356,0.15,-29,1,2
CUST00006187,Regular Buyers,2020-11-23,1805,47,F,Rangpur,12,3282,39382,113,Sports,In-Store,Tablet,104,1325,0.55,0.33,0.10,87112,0.22,-99,5,0
CUST00006188,At-Risk,2020-05-27,1985,56,Other,Mymensingh,3,1486,4458,126,Fashion,Website,Mobile,29,1779,0.34,0.29,0.18,6849,0.75,-38,3,0
CUST00006189,Occasional Shoppers,2020-11-22,1806,59,F,Khulna,6,1278,7668,134,Electronics,Mobile App,Desktop,46,632,0.12,0.25,0.08,16280,0.31,-95,6,0
CUST00006190,Occasional Shoppers,2020-07-05,1946,28,M,Rangpur,3,2182,6545,17,Groceries,Email Campaign,Desktop,15,220,0.19,0.46,0.30,9853,0.43,68,6,0
CUST00006191,High-Value Loyal,2020-11-12,1816,41,F,Dhaka,32,14006,448200,14,Health,Website,Tablet,286,185,0.32,0.44,0.31,964131,0.06,91,8,3
CUST00006192,Occasional Shoppers,2020-11-09,1819,58,M,Mymensingh,6,2166,12995,28,Groceries,In-Store,Desktop,49,466,0.02,0.14,0.06,17339,0.41,-22,0,0
CUST00006193,High-Value Loyal,2020-01-06,2127,54,Other,Sylhet,26,8495,220870,91,Books,Mobile App,Tablet,177,535,0.29,0.51,0.31,478570,0.09,-88,8,2
CUST00006194,Regular Buyers,2020-04-20,2022,42,F,Barisal,8,2970,23762,145,Sports,Mobile App,Tablet,79,1686,0.33,0.75,0.24,54177,0.19,-37,6,0
CUST00006195,Regular Buyers,2020-05-07,2005,51,M,Dhaka,10,2273,22732,53,Beauty,Website,Mobile,94,634,0.55,0.62,0.31,30944,0.20,-86,2,1
CUST00006196,High-Value Loyal,2020-05-03,2009,42,F,Rangpur,40,14601,584023,167,Groceries,Website,Mobile,139,1288,0.37,0.36,0.16,1078423,0.14,-28,2,4
CUST00006197,Occasional Shoppers,2020-12-16,1782,54,F,Rangpur,8,2420,19356,121,Health,Social Media,Mobile,21,994,0.12,0.27,0.18,32861,0.48,-82,1,0
CUST00006198,Occasional Shoppers,2020-01-23,2110,47,Other,Rajshahi,3,1338,4014,66,Health,Website,Tablet,29,674,0.49,0.69,0.48,6559,0.34,-33,3,0
CUST00006199,Regular Buyers,2020-01-03,2130,38,Other,Mymensingh,12,2172,26061,36,Groceries,Social Media,Mobile,102,1255,0.23,0.77,0.46,60508,0.21,-1,0,1
CUST00006200,High-Value Loyal,2020-05-13,1999,49,F,Mymensingh,28,13390,374914,3,Sports,Email Campaign,Mobile,134,1086,0.56,0.51,0.36,484227,0.08,-51,5,4
CUST00006201,High-Value Loyal,2020-01-06,2127,63,M,Mymensingh,44,11804,519385,135,Fashion,Email Campaign,Mobile,271,338,0.22,0.37,0.13,990883,0.13,-83,9,4
CUST00006202,High-Value Loyal,2020-08-17,1903,35,F,Sylhet,43,14116,606970,39,Beauty,In-Store,Mobile,157,752,0.44,0.26,0.17,766951,0.09,59,2,3
CUST00006203,Regular Buyers,2020-08-20,1900,52,F,Chittagong,9,2094,18848,66,Electronics,Email Campaign,Desktop,32,501,0.05,0.70,0.29,35298,0.19,6,4,0
CUST00006204,Regular Buyers,2020-12-05,1793,28,F,Barisal,12,3257,39082,89,Home & Living,Mobile App,Tablet,37,1297,0.45,0.48,0.30,62760,0.20,-86,1,1
CUST00006205,Regular Buyers,2020-05-20,1992,31,M,Rajshahi,19,2571,48843,144,Sports,Social Media,Desktop,79,1116,0.08,0.48,0.17,84062,0.15,-92,8,2
CUST00006206,At-Risk,2020-02-13,2089,21,F,Rajshahi,3,935,2806,153,Sports,Mobile App,Mobile,26,265,0.29,0.12,0.07,6794,0.77,68,2,0
CUST00006207,Occasional Shoppers,2020-12-20,1778,52,M,Rangpur,4,1219,4877,127,Home & Living,In-Store,Desktop,13,1346,0.53,0.61,0.42,6822,0.38,-77,7,0
CUST00006208,High-Value Loyal,2020-10-03,1856,54,F,Barisal,27,11249,303712,81,Electronics,Website,Desktop,208,638,0.45,0.54,0.22,585010,0.05,23,4,2
CUST00006209,Occasional Shoppers,2020-06-17,1964,43,F,Chittagong,4,1439,5755,37,Fashion,Mobile App,Desktop,15,1322,0.38,0.27,0.09,12609,0.40,-66,8,0
CUST00006210,High-Value Loyal,2020-11-20,1808,45,F,Rangpur,27,10978,296412,128,Home & Living,In-Store,Desktop,61,1174,0.31,0.68,0.32,450968,0.11,96,6,3
CUST00006211,Occasional Shoppers,2020-02-17,2085,27,M,Dhaka,4,2170,8679,162,Books,Email Campaign,Mobile,22,1121,0.59,0.74,0.41,19852,0.45,-74,0,0
CUST00006212,New Customers,2020-06-02,1979,49,Other,Sylhet,1,1029,1029,151,Beauty,Email Campaign,Tablet,2,1516,0.28,0.16,0.07,1660,0.44,5,5,0
CUST00006213,New Customers,2020-01-10,2123,30,Other,Sylhet,2,2476,4952,93,Fashion,Mobile App,Desktop,15,1215,0.45,0.32,0.16,10560,0.69,56,3,0
CUST00006214,High-Value Loyal,2020-12-09,1789,48,Other,Barisal,33,8363,275994,39,Books,Website,Desktop,111,1246,0.46,0.39,0.16,530050,0.13,17,8,0
CUST00006215,Occasional Shoppers,2020-08-14,1906,32,Other,Khulna,3,2367,7101,10,Health,Email Campaign,Tablet,18,1155,0.01,0.35,0.21,10339,0.40,17,7,0
CUST00006216,At-Risk,2020-08-26,1894,18,M,Khulna,2,1069,2138,25,Home & Living,Social Media,Mobile,4,418,0.18,0.19,0.10,2745,0.72,1,3,0
CUST00006217,New Customers,2020-09-12,1877,25,M,Khulna,2,1909,3819,36,Groceries,Social Media,Tablet,8,253,0.29,0.37,0.18,8836,0.64,79,0,0
CUST00006218,Regular Buyers,2020-09-16,1873,29,Other,Chittagong,8,3605,28838,13,Health,Email Campaign,Desktop,78,1258,0.36,0.70,0.48,36689,0.23,43,7,0
CUST00006219,Regular Buyers,2020-03-22,2051,43,M,Rajshahi,9,2758,24826,57,Fashion,Mobile App,Mobile,87,458,0.46,0.74,0.25,30990,0.27,51,8,0
CUST00006220,Occasional Shoppers,2020-08-12,1908,29,M,Mymensingh,7,905,6337,114,Beauty,Social Media,Mobile,26,524,0.58,0.51,0.23,8219,0.44,-39,0,0
CUST00006221,At-Risk,2020-08-24,1896,46,M,Rangpur,2,695,1391,178,Health,Email Campaign,Mobile,6,1022,0.04,0.20,0.14,2441,0.70,-28,5,0
CUST00006222,Occasional Shoppers,2020-11-02,1826,57,M,Sylhet,8,1266,10124,173,Fashion,Social Media,Desktop,24,604,0.31,0.42,0.13,21570,0.33,78,6,0
CUST00006223,High-Value Loyal,2020-02-11,2091,19,F,Chittagong,28,7894,221020,23,Books,Mobile App,Tablet,114,1792,0.27,0.68,0.43,501416,0.09,-36,4,1
CUST00006224,New Customers,2020-04-17,2025,49,F,Mymensingh,2,2696,5392,97,Health,Email Campaign,Tablet,14,576,0.06,0.39,0.23,8426,0.41,6,8,0
CUST00006225,High-Value Loyal,2020-12-08,1790,40,M,Mymensingh,33,14976,494195,107,Electronics,Social Media,Mobile,282,401,0.34,0.18,0.12,971916,0.08,-9,1,0
CUST00006226,New Customers,2020-05-21,1991,42,M,Barisal,2,1773,3546,53,Electronics,Mobile App,Mobile,5,893,0.13,0.38,0.20,8218,0.52,47,1,0
CUST00006227,At-Risk,2020-02-14,2088,32,M,Rangpur,4,1355,5419,82,Fashion,Mobile App,Desktop,38,1550,0.14,0.66,0.23,6770,0.70,18,7,0
CUST00006228,High-Value Loyal,2020-01-16,2117,38,M,Rangpur,47,14383,675998,24,Sports,Website,Mobile,236,581,0.08,0.25,0.13,1410399,0.09,-55,3,6
CUST00006229,Regular Buyers,2020-06-17,1964,36,M,Rajshahi,11,2748,30230,121,Sports,Social Media,Mobile,31,181,0.33,0.52,0.23,60293,0.16,-7,8,1
CUST00006230,At-Risk,2020-12-20,1778,35,F,Mymensingh,2,1050,2100,116,Fashion,Social Media,Tablet,14,1215,0.47,0.24,0.11,4899,0.80,96,1,0
CUST00006231,Regular Buyers,2020-09-08,1881,64,M,Rajshahi,15,2010,30152,82,Fashion,In-Store,Mobile,140,1346,0.34,0.52,0.31,55939,0.28,26,4,2
CUST00006232,At-Risk,2020-05-06,2006,24,Other,Dhaka,2,1433,2867,68,Sports,Mobile App,Tablet,9,914,0.54,0.17,0.06,3999,0.77,97,5,0
CUST00006233,Occasional Shoppers,2020-05-12,2000,36,Other,Chittagong,9,1910,17190,88,Home & Living,In-Store,Tablet,83,1686,0.16,0.78,0.46,42686,0.46,-37,8,0
CUST00006234,At-Risk,2020-07-15,1936,48,Other,Rangpur,1,1367,1367,118,Beauty,In-Store,Mobile,9,967,0.46,0.45,0.26,2423,0.72,74,3,0
CUST00006235,Regular Buyers,2020-10-03,1856,57,Other,Mymensingh,18,2965,53372,123,Books,Website,Tablet,49,789,0.35,0.46,0.19,109521,0.19,-79,8,2
CUST00006236,At-Risk,2020-08-10,1910,32,M,Sylhet,1,1373,1373,134,Sports,Social Media,Tablet,9,1659,0.03,0.66,0.25,2656,0.60,60,1,0
CUST00006237,At-Risk,2020-10-16,1843,23,Other,Barisal,3,1457,4371,34,Fashion,In-Store,Tablet,23,1576,0.56,0.65,0.20,9503,0.55,32,0,0
CUST00006238,Regular Buyers,2020-02-17,2085,43,Other,Dhaka,8,5025,40197,131,Fashion,Social Media,Desktop,34,640,0.50,0.37,0.20,77426,0.29,-7,1,0
CUST00006239,New Customers,2020-08-14,1906,57,M,Dhaka,1,1738,1738,20,Sports,In-Store,Desktop,7,213,0.06,0.23,0.13,3614,0.60,79,8,0
CUST00006240,Regular Buyers,2020-11-24,1804,26,M,Sylhet,16,2842,45470,11,Beauty,In-Store,Desktop,97,902,0.39,0.77,0.43,77634,0.26,-26,6,2
CUST00006241,At-Risk,2020-01-24,2109,35,F,Rajshahi,4,1420,5678,120,Beauty,Social Media,Desktop,32,1500,0.29,0.58,0.30,7513,0.51,82,3,0
CUST00006242,New Customers,2020-06-16,1965,57,F,Rajshahi,1,2196,2196,101,Electronics,In-Store,Desktop,3,1110,0.59,0.27,0.19,4193,0.55,-97,7,0
CUST00006243,At-Risk,2020-10-15,1844,27,F,Rangpur,1,1221,1221,77,Electronics,In-Store,Tablet,9,1378,0.58,0.63,0.34,2908,0.68,-70,4,0
CUST00006244,At-Risk,2020-12-18,1780,61,Other,Barisal,4,541,2165,81,Books,Mobile App,Desktop,16,1053,0.56,0.56,0.22,3037,0.73,-17,3,0
CUST00006245,New Customers,2020-04-25,2017,63,M,Khulna,1,2537,2537,11,Beauty,Mobile App,Desktop,2,659,0.32,0.53,0.36,4994,0.68,-29,3,0
CUST00006246,High-Value Loyal,2020-09-07,1882,33,F,Rangpur,47,8342,392070,120,Fashion,Email Campaign,Desktop,401,614,0.11,0.67,0.21,476917,0.15,2,1,0
CUST00006247,Occasional Shoppers,2020-09-23,1866,19,Other,Rangpur,3,1675,5024,50,Beauty,Website,Desktop,25,1393,0.14,0.71,0.47,7445,0.44,-50,5,0
CUST00006248,Regular Buyers,2020-12-22,1776,19,Other,Khulna,12,2693,32317,131,Home & Living,In-Store,Desktop,111,1362,0.09,0.68,0.24,42095,0.24,-97,9,1
CUST00006249,Regular Buyers,2020-09-15,1874,63,Other,Sylhet,11,2682,29504,29,Beauty,Email Campaign,Tablet,56,1162,0.59,0.80,0.49,64648,0.21,41,7,0
CUST00006250,High-Value Loyal,2020-06-06,1975,36,F,Barisal,19,12995,246906,50,Electronics,Website,Desktop,73,373,0.28,0.60,0.32,431470,0.13,20,2,2
CUST00006251,Occasional Shoppers,2020-12-16,1782,29,F,Mymensingh,3,2264,6791,75,Groceries,Mobile App,Mobile,20,789,0.06,0.28,0.14,14775,0.41,-23,5,0
CUST00006252,At-Risk,2020-08-20,1900,24,F,Dhaka,4,883,3530,165,Fashion,Email Campaign,Tablet,33,1421,0.31,0.70,0.30,5534,0.67,73,6,0
CUST00006253,At-Risk,2020-01-05,2128,45,Other,Sylhet,1,689,689,127,Electronics,In-Store,Tablet,3,125,0.12,0.74,0.25,1307,0.52,63,0,0
CUST00006254,At-Risk,2020-09-01,1888,64,M,Dhaka,4,1200,4800,134,Books,Social Media,Desktop,20,290,0.39,0.30,0.17,6998,0.55,77,4,0
CUST00006255,Regular Buyers,2020-02-10,2092,43,F,Sylhet,19,4034,76644,139,Sports,Social Media,Mobile,57,907,0.54,0.65,0.30,149631,0.17,-33,1,1
CUST00006256,Regular Buyers,2020-04-14,2028,64,M,Barisal,8,3652,29219,17,Groceries,Mobile App,Tablet,72,634,0.09,0.79,0.31,70370,0.24,25,8,0
CUST00006257,At-Risk,2020-11-05,1823,24,Other,Rajshahi,4,1247,4990,161,Health,Social Media,Mobile,36,952,0.09,0.72,0.43,9680,0.69,-48,1,0
CUST00006258,Occasional Shoppers,2020-08-09,1911,27,M,Barisal,8,1620,12959,63,Fashion,Social Media,Mobile,52,1521,0.05,0.20,0.12,22235,0.34,95,9,0
CUST00006259,High-Value Loyal,2020-11-09,1819,56,Other,Rangpur,49,12624,618554,8,Sports,Website,Desktop,108,421,0.11,0.13,0.07,1331021,0.07,-28,4,6
CUST00006260,Occasional Shoppers,2020-03-02,2071,58,M,Mymensingh,7,2440,17079,67,Books,Email Campaign,Desktop,35,1318,0.17,0.67,0.24,20776,0.35,14,1,0
CUST00006261,Occasional Shoppers,2020-12-21,1777,22,Other,Dhaka,9,2283,20548,55,Books,In-Store,Desktop,82,1606,0.55,0.40,0.23,40875,0.42,-46,3,0
CUST00006262,High-Value Loyal,2020-02-06,2096,19,M,Mymensingh,21,6698,140659,125,Home & Living,Email Campaign,Mobile,209,122,0.10,0.20,0.13,173020,0.11,-12,4,2
CUST00006263,Regular Buyers,2020-03-06,2067,30,M,Barisal,12,3784,45405,130,Sports,Mobile App,Desktop,67,1367,0.41,0.71,0.25,100377,0.24,-78,3,1
CUST00006264,New Customers,2020-11-05,1823,46,Other,Rangpur,2,1588,3176,12,Beauty,Website,Tablet,15,875,0.09,0.73,0.32,5451,0.51,83,2,0
CUST00006265,New Customers,2020-04-06,2036,57,F,Barisal,2,1328,2655,10,Books,In-Store,Tablet,11,1498,0.48,0.49,0.29,5084,0.66,-91,2,0
CUST00006266,At-Risk,2020-11-12,1816,57,Other,Mymensingh,2,1063,2126,154,Fashion,Mobile App,Tablet,5,1697,0.16,0.32,0.15,5260,0.51,51,9,0
CUST00006267,High-Value Loyal,2020-09-27,1862,38,M,Barisal,17,10141,172390,179,Fashion,Email Campaign,Tablet,140,1201,0.49,0.19,0.12,344187,0.10,18,8,0
CUST00006268,Regular Buyers,2020-10-09,1850,42,Other,Mymensingh,11,2560,28158,136,Fashion,In-Store,Desktop,82,191,0.09,0.46,0.28,58338,0.18,-97,1,0
CUST00006269,At-Risk,2020-11-16,1812,50,M,Khulna,3,1377,4131,126,Sports,Email Campaign,Desktop,14,926,0.24,0.11,0.07,8184,0.80,-4,1,0
CUST00006270,Occasional Shoppers,2020-08-22,1898,28,Other,Barisal,4,1243,4972,139,Fashion,Mobile App,Tablet,8,1229,0.05,0.35,0.22,6883,0.48,58,2,0
CUST00006271,New Customers,2020-02-25,2077,60,M,Barisal,1,1906,1906,123,Books,Mobile App,Mobile,7,1200,0.41,0.40,0.13,2463,0.50,-50,4,0
CUST00006272,Occasional Shoppers,2020-02-23,2079,52,F,Rangpur,6,1864,11186,75,Health,Website,Mobile,34,900,0.16,0.76,0.53,13537,0.31,-86,2,0
CUST00006273,Occasional Shoppers,2020-02-11,2091,48,M,Mymensingh,8,1313,10501,93,Groceries,Mobile App,Mobile,22,1548,0.57,0.16,0.07,14089,0.41,-99,2,0
CUST00006274,New Customers,2020-01-12,2121,33,Other,Chittagong,1,2507,2507,29,Groceries,Website,Desktop,4,985,0.60,0.65,0.25,6235,0.55,52,2,0
CUST00006275,Regular Buyers,2020-10-02,1857,33,M,Rangpur,11,5945,65396,54,Sports,Website,Tablet,32,340,0.36,0.79,0.46,99283,0.24,-88,9,1
CUST00006276,Occasional Shoppers,2020-02-16,2086,54,F,Khulna,3,2335,7006,25,Fashion,Social Media,Desktop,26,1734,0.34,0.67,0.27,11188,0.43,-47,2,0
CUST00006277,Occasional Shoppers,2020-12-02,1796,41,Other,Chittagong,9,1940,17461,113,Fashion,Mobile App,Desktop,71,1047,0.26,0.58,0.38,32172,0.40,-11,9,0
CUST00006278,High-Value Loyal,2020-08-22,1898,49,F,Dhaka,33,8672,286186,59,Sports,In-Store,Desktop,324,1371,0.33,0.27,0.14,403178,0.15,60,2,4
CUST00006279,At-Risk,2020-08-07,1913,28,M,Mymensingh,3,992,2976,24,Health,Email Campaign,Mobile,14,300,0.31,0.17,0.08,5709,0.80,-19,9,0
CUST00006280,Occasional Shoppers,2020-12-22,1776,59,Other,Dhaka,4,949,3796,158,Health,Mobile App,Tablet,13,961,0.47,0.66,0.40,9062,0.33,-94,6,0
CUST00006281,Regular Buyers,2020-05-01,2011,45,M,Mymensingh,9,2528,22751,50,Health,Social Media,Desktop,37,948,0.54,0.44,0.14,47081,0.19,72,4,0
